Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
B,"Commercial Vehicle Group, Inc.",CVGI,Standard & Poor's Ratings Services,2/12/2016,Capital Goods,2.684100546,1.936684283,0.802713033,57.59752636,0.00855404,0.020378244,0.134274197,0.046073078,0.016167482,0.05226116,0.10708327,1.89004051,11.63090994,5.623373275,0.849019532,0.580177181,0.734443661,1.390461844,3.156355918,6.623373275,0.020378244,4.108704992,1.893217844,0.067001397,10.7193393
BBB,Intuit Inc.,INTU,Standard & Poor's Ratings Services,2/3/2016,Technology,1.467889908,1.025229358,0.463302752,7.923425573,0.087070611,0.169847328,0.966841603,0.176049618,0.073470209,0.220843672,0.15651801,0.843800322,6.146627566,1.130360206,0.530595813,0.41994382,0.905585106,4.846975089,6.039145907,2.130360206,0.169847328,24.83695562,5.352313167,0.358778626,0.731578947
A,Intuit Inc.,INTU,Egan-Jones Ratings Company,2/26/2015,Technology,1.844475721,1.441238564,0.597466573,10.85441633,0.201287173,0.291611185,0.968708389,0.291611185,0.17438954,0.347619048,0.294671865,0.866371852,7.435643564,0.689733593,0.408190733,0.344748858,0.917704011,4.656140351,6.715789474,1.689733593,0.291611185,15.56803441,5.073684211,0.320905459,0.875776398
BBB,Intuit Inc.,INTU,Moody's Investors Service,6/15/2012,Technology,1.248753463,0.88199446,0.4,16.20747858,0.164632563,0.250843937,0.962607115,0.261490522,0.12407045,0.292284418,0.24235474,0.753620352,6.864527629,0.953363914,0.488062622,0.3436853,0.872655479,2.879478827,4.628664495,1.953363914,0.250843937,12.20922276,3.299674267,0.263048559,1.11627907
BB,"Trinity Industries, Inc.",TRN,Standard & Poor's Ratings Services,5/29/2015,Capital Goods,8.248476642,4.63168585,3.005754909,23.97641815,0.109918963,0.172463533,0.251247974,0.202755267,0.077652339,0.126102105,0.226376047,0.7064508,1.258438883,1.915250843,0.656976345,0.333427309,0.732299805,3.972847682,6.376821192,2.915250843,0.172463533,2.095236847,5.425165563,0.132771475,15.63913338
BBB,"Trinity Industries, Inc.",TRN,Fitch Ratings,11/25/2013,Capital Goods,7.470642626,3.704114656,1.981044845,31.16292122,0.086019288,0.088447529,0.238929741,0.177055414,0.051344108,0.054402502,0.156321552,0.596890639,0.915042133,2.044585987,0.671548117,0.529396529,0.773633343,6.705497382,5.608638743,3.044585987,0.088447529,2.475886525,8.667539267,0.151696332,15.35968562
BBB,"Trinity Industries, Inc.",TRN,Standard & Poor's Ratings Services,4/27/2016,Capital Goods,10.07333948,5.723247232,3.625461255,21.11994932,0.124595241,0.19584839,0.271637962,0.225084862,0.08963639,0.144420989,0.217986261,0.719420655,1.195344054,1.431894688,0.588797983,0.340255591,0.791422795,4.951398136,5.798268975,2.431894688,0.19584839,0.881689524,6.2563249,0.146995792,21.47693727
BB,"Trinity Industries, Inc.",TRN,Standard & Poor's Ratings Services,5/29/2013,Capital Goods,8.664718385,5.116896918,3.044633369,37.34358194,0.066948241,0.101235604,0.199480574,0.150790944,0.038261443,0.05953685,0.124305894,0.571507819,0.88669458,2.248855334,0.692199283,0.347240218,0.778915434,5.314359638,7.412677878,3.248855334,0.101235604,2.856447818,6.822768435,0.1383562,16.2141339
BBB,Babcock,BW,Standard & Poor's Ratings Services,9/23/2016,Capital Goods,1.25908689,1.045717025,0.155273036,65.29751695,-0.073276127,-0.068517731,-0.113489957,-0.065117791,-0.075629944,-0.118624843,-0.209452521,1.032122568,11.81007505,1.769439046,0.638916046,-0.064204404,-8.876814782,-0.402501546,7.24975563,2.769439046,-0.068517731,-133.9018516,0.045343015,0.001440191,6.338520502
BBB,Babcock,BW,Standard & Poor's Ratings Services,9/22/2014,Capital Goods,1.73895593,1.343873056,0.501895142,100.5459584,-0.017851603,-0.034491924,0.147394835,-0.031396426,-0.017492288,-0.049359044,-0.038647456,0.979872131,10.9883316,1.20790344,0.546711162,0.48244108,1.63882926,-7.424520461,46.11491427,2.20939963,-0.034160841,13.17880399,-4.530380706,-0.016301162,7.888845996
BBB,Babcock,BW,Standard & Poor's Ratings Services,9/23/2015,Capital Goods,1.742550129,1.550743562,0.650557939,60.49259231,0.010892309,0.011497785,0.175358719,0.012440142,0.01150961,0.018339955,0.025599566,1.056673151,12.05964301,1.224190459,0.550398215,0.181687701,0.792269908,2.524011831,10.83011257,2.224190459,0.011497785,188.7862089,3.185797929,0.096966645,8.272752184
BB,"Nuance Communications, Inc.",NUAN,Standard & Poor's Ratings Services,11/30/2015,Technology,1.666603872,1.452540295,0.765423446,70.53057371,-0.059555619,-0.041670809,0.570263824,0.028433523,-0.020591387,-0.016227593,-0.050771393,0.345750531,10.38206089,1.465661657,0.59442935,-0.429192763,0.880964443,1.354889789,1.692866245,2.465661657,-0.041670809,24.59839876,1.537961947,0.252481959,14.66709673
BB,"Nuance Communications, Inc.",NUAN,Standard & Poor's Ratings Services,2/19/2013,Technology,1.763444494,1.566372259,1.171024386,84.29697023,0.12542166,0.039540808,0.633711351,0.076406486,0.035718843,0.013508121,0.075921571,0.284790069,14.22071917,1.125532754,0.529529715,-2.171954917,0.866997605,1.338537264,3.687558548,2.125532754,0.039540808,24.2588892,1.543876542,0.286404131,5.344084597
BB,"Nuance Communications, Inc.",NUAN,Standard & Poor's Ratings Services,12/8/2016,Technology,1.503244324,1.390165567,0.69709176,71.16899097,-0.006392314,0.000892297,0.574375944,0.071077422,-0.002200489,0.000349859,-0.006450477,0.344239747,10.52499608,1.931384072,0.658864217,8.163887292,0.902998436,1.748925988,1.986998894,2.931384072,0.000892297,16.47808634,1.936798469,0.290314603,8.768591634
BB,"Nuance Communications, Inc.",NUAN,Standard & Poor's Ratings Services,3/4/2015,Technology,1.813837501,1.583264409,0.852371228,81.26907834,-0.078163156,-0.116960609,0.561028589,-0.0111066,-0.02583087,-0.043444583,-0.058227524,0.330473736,10.04880075,1.254183592,0.55638041,0.020789623,0.831669678,0.939811192,1.855907817,2.254183592,-0.116960609,31.36102389,1.130029407,0.18620022,13.67130829
BB,"Nuance Communications, Inc.",NUAN,Standard & Poor's Ratings Services,2/27/2014,Technology,1.750456389,1.526993396,1.003581568,75.29889844,-0.062113569,-0.112431607,0.586827642,0.026131919,-0.019339768,-0.040476822,-0.04368362,0.311361405,12.93192765,1.258745784,0.557276429,-0.088967937,0.859274449,1.082385431,2.700513733,2.258745784,-0.112431607,25.40258574,1.259650432,0.212911373,8.422145557
BB,"NRG Energy, Inc.",NRG,Standard & Poor's Ratings Services,9/11/2012,Public Utilities,1.701090443,0.801582211,0.446226213,42.73213014,0.066373783,0.029921634,0.277250059,0.041557825,0.015913232,0.00827559,0.0530713,0.239751765,0.415531873,2.335042248,0.700153724,-1.297619048,-1.956483899,-9.689655172,11.90948276,3.335042248,0.029921634,12.74968338,4.952586207,0.136428402,5.202564103
BB,Terex Corporation,TEX,Egan-Jones Ratings Company,5/8/2015,Capital Goods,2.042602398,0.291035238,0.291035238,0.0,0.043645419,0.040662754,0.198867135,0.057888328,0.053812416,0.069359845,0.159030859,1.232945344,10.58800522,1.955281918,0.661622807,0.126850606,0.805210616,3.014585232,4.359161349,2.955281918,0.040662754,6.524975812,3.743846855,0.056191766,7.95462573
BB,Terex Corporation,TEX,Egan-Jones Ratings Company,11/12/2013,Capital Goods,2.110164087,0.236620862,0.236620862,0.0,0.03190288,0.041120836,0.203204404,0.059161491,0.034574021,0.06053616,0.103191635,1.083727263,8.973904231,1.984658235,0.664953264,0.300034329,0.578249337,0.98109811,3.673267327,2.984658235,0.041120836,10.48563353,1.696669667,0.02660926,8.191118851
BB,Terex Corporation,TEX,Egan-Jones Ratings Company,10/23/2015,Capital Goods,2.155628685,0.319827232,0.319827232,0.0,0.022298299,0.034631902,0.19998166,0.054286195,0.025882102,0.054229987,0.07771386,1.160720938,9.682006511,2.002609993,0.666956414,0.357458076,0.512447158,1.015828678,4.343575419,3.002609993,0.034631902,7.799875879,1.982309125,0.032538094,7.095838417
CCC,Terex Corporation,TEX,Moody's Investors Service,6/15/2012,Capital Goods,2.121636623,0.410794523,0.409208648,0.0,0.006948928,0.012990807,0.147633982,0.012483473,0.006410711,0.016379143,0.02370961,0.922546697,7.785278276,2.698436844,0.729615499,0.596449704,-3.141361257,-0.547945205,7.096803653,3.698436844,0.012990807,18.10007218,0.174429224,0.002936383,7.25124248
B,Terex Corporation,TEX,Moody's Investors Service,5/28/2013,Capital Goods,2.222261236,0.396769663,0.396769663,0.0,0.014397692,0.021174677,0.196723096,0.054243101,0.015682903,0.030888951,0.052697116,1.089265068,9.035288331,2.360163371,0.702395423,0.348329049,0.71775573,1.902085222,6.146872167,3.360163371,0.021174677,8.970438724,2.650045331,0.039777367,9.288434304
A,Boeing Company (The),BA,Moody's Investors Service,6/15/2012,Capital Goods,1.206813006,0.409095314,0.243470466,30.76227541,0.09856696,0.078460755,1.678577144,0.004044519,0.084702323,0.139310808,1.92745377,0.859337884,7.380543327,22.75561878,1.0,-0.256258112,0.574198359,3.104421449,14.90659858,22.75561878,0.078460755,33.14377867,5.40653138,0.058529134,-5.548655722
A,ManpowerGroup,MAN,Egan-Jones Ratings Company,7/23/2014,Technology,1.491731863,1.432462067,0.207207207,72.68251392,0.020594525,0.032827942,0.168002389,0.034672588,0.059533589,0.178986896,0.145293918,2.890748347,139.2541918,1.440536867,0.59025409,0.372652582,0.831809275,3.203773585,8.794968553,2.440536867,0.032827942,6.922807018,3.851572327,0.014747529,11.20272374
BBB,ManpowerGroup,MAN,Standard & Poor's Ratings Services,4/15/2014,Technology,1.493902439,1.429080237,0.210166401,77.10592331,0.014221871,0.023480902,0.166252685,0.025278388,0.039515388,0.125836928,0.098826436,2.778494299,121.9909639,1.500960813,0.600153671,0.394321767,0.887320393,4.512820513,9.456410256,2.500960813,0.023480902,9.67387001,5.085897436,0.01958964,11.08588313
A,ManpowerGroup,MAN,Egan-Jones Ratings Company,10/26/2015,Technology,1.475659229,1.441176471,0.211677775,80.11914185,0.02168661,0.034180208,0.170502693,0.035639088,0.055763219,0.162473872,0.159713491,2.571320253,131.4065262,1.864136854,0.650854672,0.365521417,0.897751711,5.979166667,9.51171875,2.864136854,0.034180208,7.811479259,6.66015625,0.026461596,9.664918626
BBB,ManpowerGroup,MAN,Moody's Investors Service,6/15/2012,Technology,1.326484504,1.265801924,0.154298017,69.35265382,0.011433245,0.021807689,0.168422248,0.023820776,0.036465354,0.152956175,0.101312716,3.189414032,126.1088825,1.778328099,0.640071307,0.475724109,0.062138728,0.052696078,7.118872549,2.778328099,0.021807689,5.485466115,0.848039216,0.003144597,135.5533333
BBB,ManpowerGroup,MAN,Standard & Poor's Ratings Services,4/16/2013,Technology,1.37621016,1.312710758,0.176248232,73.76607989,0.00955605,0.017816036,0.166457104,0.019910049,0.028177851,0.11045152,0.079014715,2.948692354,111.8939394,1.804142674,0.643384765,0.463626493,0.782870929,3.265408805,8.152201258,2.804142674,0.017816036,8.27510738,4.171069182,0.016036367,127.6740741
BBB,ManpowerGroup,MAN,Standard & Poor's Ratings Services,8/15/2016,Technology,1.402891658,1.369738712,0.163578222,81.95651289,0.022575442,0.035682122,0.169623641,0.038200681,0.058580444,0.179113245,0.187857234,2.594874706,133.4290563,2.206825014,0.688165087,0.367317838,0.905166667,7.747503566,8.537803138,3.206825014,0.035682122,8.207829207,8.559201141,0.030527981,8.526802508
BBB,Keysight Technologies Inc.,KEYS,Standard & Poor's Ratings Services,9/27/2016,Capital Goods,2.878881988,1.939440994,1.215838509,54.66244003,0.114804661,0.125428376,0.556545579,0.139136395,0.088088351,0.115859449,0.221414408,0.767288982,5.69921875,1.51354924,0.602156192,0.084699454,0.78125,1.911764706,4.776470588,2.51354924,0.125428376,12.27611111,2.447058824,0.1425634,6.846560847
BBB,Keysight Technologies Inc.,KEYS,Standard & Poor's Ratings Services,9/24/2015,Capital Goods,2.301749271,1.344023324,0.704081633,50.86484594,0.179621849,0.135854342,0.555672269,0.150910364,0.146237172,0.137491141,0.394009217,0.814139111,5.513513514,1.694316436,0.628848347,-0.322164948,0.755319149,1.680473373,3.100591716,2.694316436,0.135854342,11.14507547,2.224852071,0.131652661,6.071770335
BBB,Keysight Technologies Inc.,KEYS,Standard & Poor's Ratings Services,9/12/2014,Capital Goods,2.405721717,1.547464239,1.053315995,47.28946471,0.133651551,0.161950222,0.552335493,0.159904535,0.12852459,0.209557212,0.509752926,0.961639344,6.240425532,2.966189857,0.747868852,0.174736842,0.875666075,2.937397808,4.826150558,3.966189857,0.162973065,8.950812161,3.354472548,0.191953631,4.406040268
BB,"Triumph Group, Inc.",TGI,Standard & Poor's Ratings Services,12/5/2013,Capital Goods,2.208426407,0.63273825,0.04350353,42.77497622,0.080305409,0.125059214,0.253656384,0.143466312,0.057364081,0.104126031,0.145390723,0.714323995,4.540139881,1.53452545,0.605448823,0.357860911,1.0,6.461913296,0.645087892,2.53452545,0.125059214,6.087760173,6.461913296,0.086671301,8.434680161
BB,Wabash National Corporation,WNC,Standard & Poor's Ratings Services,7/15/2015,Capital Goods,2.508596389,1.571355477,0.847335333,27.51223804,0.051437517,0.080548402,0.149664437,0.088961765,0.109763337,0.220974523,0.237122309,2.133915923,14.43689742,1.160305222,0.537102447,0.361408601,0.841822527,1650.987336,2661.463371,2.160305222,0.080548402,0.617502842,1961.205934,0.065004052,21.65397272
BB,Wabash National Corporation,WNC,Standard & Poor's Ratings Services,3/5/2015,Capital Goods,2.599094495,1.505530968,0.781950904,26.48515683,0.032699785,0.05284238,0.124849529,0.065681863,0.065611301,0.132734964,0.155898186,2.006474984,13.04002323,1.376087424,0.579140064,0.381182588,0.78456307,1054.909645,2120.807025,2.376087424,0.05284238,1.084093346,1344.582335,0.049715158,16.94865559
B,"CEVA, Inc.",CEVA,Moody's Investors Service,4/4/2014,Technology,10.27086125,6.927417648,1.701135642,42.01605317,0.136707566,-0.088241309,0.894417178,0.097321063,0.031484456,-0.021776432,0.035019251,0.230305143,30.25990099,0.112271144,0.100938647,-0.182618772,0.934777851,0.58217093,4.206506429,1.112271144,-0.088241309,65.19246823,0.622790677,0.280306748,1.747208122
CCC,"CEVA, Inc.",CEVA,Moody's Investors Service,12/7/2012,Technology,10.32480329,6.663145956,1.305876515,42.37718203,0.25495091,-0.030758053,0.926374425,0.230396632,0.063258957,-0.008164133,0.069797213,0.248122108,38.56106322,0.103356999,0.093675029,-1.248940036,0.963380584,0.78699886,3.849679796,1.103356999,-0.030758053,25.99754111,0.816913764,0.346964249,1.141536684
CCC,"CEVA, Inc.",CEVA,Moody's Investors Service,6/15/2012,Technology,11.82081979,7.063902323,1.185602157,30.99885456,0.308139245,0.308139245,1.0,0.308139245,0.084703842,0.089876868,0.092385029,0.274888199,48.77651822,0.090682859,0.083143196,0.204773193,0.985488516,1151.728304,3624.088379,1.090682859,0.308139245,-0.171937473,1168.687697,0.449575856,8.048275862
B,Oshkosh Corporation,OSK,Moody's Investors Service,2/6/2014,Capital Goods,1.849351778,0.545737669,0.531252263,0.0,0.041486739,0.041264954,0.155483947,0.065974351,0.066726819,0.093441654,0.150868204,1.608389114,21.16261734,1.260983015,0.557714502,0.416376857,0.894977169,4.468413226,8.589156545,2.260983015,0.041264954,7.666550989,4.992767839,0.057142112,12.17472259
B,Oshkosh Corporation,OSK,Moody's Investors Service,6/15/2012,Capital Goods,1.450880719,0.271604209,0.25328053,0.0,0.036046251,0.05491318,0.142352367,0.066040845,0.056640908,0.132850627,0.171249609,1.571339783,19.51299202,2.023426245,0.669249415,0.344777911,0.787722466,3.360170208,5.055658843,3.023426245,0.05491318,4.061899672,4.265677766,0.051116063,8.460137859
A,Intel Corporation,INTC,Fitch Ratings,11/23/2015,Technology,2.575860088,1.453820131,0.977085594,31.56453798,0.20630476,0.256742842,0.626483606,0.252949146,0.110803862,0.162612417,0.186952607,0.537088245,1.737554147,0.687239093,0.407315772,0.196453701,0.608455592,2.440109658,3.793757908,1.687239093,0.256742842,6.503993308,4.010333193,0.343546202,10.02229762
AA,Intel Corporation,INTC,Egan-Jones Ratings Company,7/26/2013,Technology,2.364681604,1.122346698,0.418189858,24.80515292,0.182514988,0.239261592,0.598030659,0.233190408,0.1041599,0.160058383,0.165133205,0.570692306,1.67710322,0.585381763,0.369237099,0.237173896,0.482720447,2.017907445,2.343259557,1.585381763,0.239261592,6.427712444,4.18028169,0.394171663,7.136072752
A,Intel Corporation,INTC,Egan-Jones Ratings Company,4/16/2015,Technology,1.731069355,0.587926837,0.159872651,28.92169322,0.209486307,0.282817254,0.637354573,0.274691248,0.127278264,0.208080382,0.209505057,0.607573187,1.680907395,0.64603956,0.392481187,0.259287387,0.500587717,2.085492757,1.018363599,1.64603956,0.282817254,7.811131989,4.166088553,0.365455522,7.372998544
BBB,Enel Americas S.A.,ENIA,Moody's Investors Service,10/13/2016,Public Utilities,1.249517021,1.332037627,0.703657036,101.3464102,0.074123771,0.143663228,0.493859798,0.363028228,0.033617063,0.143607591,0.091375878,0.453526078,0.993426105,1.447139138,0.532400552,0.484044927,0.715236953,1.55193916,2.544256213,2.718139813,0.244827599,5.870102586,2.169825193,0.331325984,1.227430186
BBB,Enel Americas S.A.,ENIA,Moody's Investors Service,12/23/2015,Public Utilities,1.756468964,0.631725754,0.263055082,94.62299006,0.124793853,0.223571409,0.476142054,0.336342494,0.046450408,0.155680752,0.119084258,0.372217112,1.149268155,1.204640862,0.469886281,0.441816583,0.433011707,1.275963892,1.914348044,2.563685962,0.296279071,3.530350308,2.946719157,0.362818198,1.631625348
BB,Brookfield Renewable Partners L.P.,BEP,Standard & Poor's Ratings Services,5/19/2016,Public Utilities,0.481927711,0.481927711,0.209638554,70.17506143,0.02027027,-0.016584767,0.660933661,0.253071253,0.0016917,0.022012923,0.003765834,0.08345722,0.088680684,1.226064133,0.550776644,2.222222222,0.758503401,3.11111738,2.001997058,2.226064133,0.246928747,10.72763521,4.10165251,0.361179361,1.586206897
BB,Brookfield Renewable Partners L.P.,BEP,Standard & Poor's Ratings Services,9/22/2016,Public Utilities,0.523369879,0.523369879,0.198499711,75.61990212,0.001631321,-0.019983687,0.576672104,0.232871126,0.000144212,0.021419782,0.000315657,0.088401774,0.097081997,1.18884154,0.543137326,1.081632653,0.416139241,1.83458267,2.783264203,2.18884154,0.227161501,10.66137687,4.408578888,0.257748777,1.91160221
B,"Advanced Disposal Services, Inc.",ADSW,Standard & Poor's Ratings Services,10/20/2016,Public Utilities,0.661429452,0.568083795,0.003696858,47.606436,-0.021643172,-0.039940196,0.383810337,0.093905738,-0.009021039,-0.01842183,-0.036648583,0.41680762,0.859924085,3.062567812,0.753850263,0.458110517,0.278481013,0.950148884,0.017275434,4.062567812,-0.039940196,8.694471764,3.411898265,0.168731311,10.00578035
BBB,Lam Research Corporation,LRCX,Moody's Investors Service,3/5/2015,Technology,3.023804663,1.516930141,0.918252896,63.42636016,0.137236074,0.016946118,0.435716597,0.147085642,0.079102314,0.012177864,0.125710201,0.576395924,8.477171865,0.589210167,0.370756606,1.166478816,0.797080813,3.469360997,9.70717065,1.589210167,0.016946118,11.18357863,4.352583753,0.15563293,11.6315594
BBB,Lam Research Corporation,LRCX,Moody's Investors Service,5/23/2016,Technology,2.38311999,1.05120126,0.57063208,75.89536996,0.124650715,0.013828425,0.434341222,0.149836899,0.070005514,0.010801262,0.128465315,0.561613421,8.463404665,0.835074221,0.455062913,1.172492025,0.747594853,3.678767642,10.47746963,1.835074221,0.013828425,12.02586273,4.920803864,0.149354706,9.909880981
BB,Lam Research Corporation,LRCX,Standard & Poor's Ratings Services,12/15/2011,Technology,4.788629316,3.964446153,2.180567774,66.57744264,0.22353818,0.24736008,0.462437915,0.24841299,0.17837755,0.237429694,0.293033773,0.797973527,11.97114894,0.642772725,0.391273068,0.096304547,0.855288368,6.100049381,17.18015203,1.642772725,0.24736008,5.286001181,7.132155202,0.272115979,10.64235268
BBB,Lam Research Corporation,LRCX,Standard & Poor's Ratings Services,10/27/2016,Technology,3.808126037,3.343281392,2.082534852,78.26899419,0.155294872,0.163121722,0.444948965,0.182513681,0.074485345,0.09745673,0.155067667,0.479638151,9.202344248,1.081854713,0.519659084,0.047981652,0.870152569,7.393370207,42.9648689,2.081854713,0.163121722,9.646660761,8.496636651,0.229409029,9.382482431
BBB,STMicroelectronics N.V.,STM,Moody's Investors Service,3/15/2013,Technology,2.153424658,1.367123288,0.880626223,43.19145178,-0.257623926,-0.25161898,0.32768162,-0.245025315,-0.209699061,-0.271227313,-0.351485944,0.813973548,2.439816145,0.653815261,0.390070922,0.023865232,1.0,0.690744921,2.808126411,1.676144578,-0.25161898,-6.551868583,0.690744921,0.072059343,7.164366374
BBB,STMicroelectronics N.V.,STM,Fitch Ratings,7/8/2013,Technology,2.411941796,1.476166583,0.921224285,47.37503093,-0.07782727,-0.073249196,0.323434793,-0.057535264,-0.068570806,-0.082451253,-0.111465533,0.881063992,2.560836502,0.612440191,0.376757876,0.0625,1.0,0.411698538,2.12935883,1.625553783,-0.073249196,13.44676404,0.411698538,0.04528582,7.878962536
BB,STMicroelectronics N.V.,STM,Moody's Investors Service,2/24/2016,Technology,3.0,1.875641026,1.13525641,43.39567928,0.015948963,0.012904161,0.338118022,0.015803973,0.013422819,0.013413715,0.023747841,0.841610738,2.971563981,0.756044905,0.42733374,0.235955056,1.0,0.944299066,2.361869161,1.769214162,0.012904161,5.236291908,0.944299066,0.122082065,8.695238095
BBB,STMicroelectronics N.V.,STM,Standard & Poor's Ratings Services,7/3/2014,Technology,2.8601359,0.704983012,0.0,44.91018368,0.017423015,0.014316586,0.337385197,0.022690438,0.014320604,0.014636841,0.025830997,0.821936057,2.797128825,0.79154986,0.438832149,0.216981132,1.0,0.806997743,0.376975169,1.803764517,0.014316586,7.924208376,0.806997743,0.096569422,8.217755444
BBB,STMicroelectronics N.V.,STM,Standard & Poor's Ratings Services,12/2/2016,Technology,2.822418136,1.828085642,1.02581864,49.15172809,0.02437975,0.02882547,0.352072279,0.030689804,0.021228771,0.031308411,0.037486218,0.870754246,3.048972453,0.752370452,0.426073926,-0.154228856,1.0,0.955732123,2.229284904,1.765821389,0.02882547,11.01395789,0.955732123,0.12075147,7.287096774
BBB,STMicroelectronics N.V.,STM,Fitch Ratings,6/15/2012,Technology,2.172051382,1.312183729,0.744258466,39.21828454,0.015921931,0.034514638,0.367128916,0.004725218,0.012816273,0.035275591,0.020386689,0.804944601,2.483418367,0.538997764,0.338845709,-0.538690476,1.0,0.996602492,2.633069083,1.590687886,0.034514638,4.248332075,0.996602492,0.09039548,9.391768293
B,Columbus McKinnon Corporation,CMCO,Moody's Investors Service,6/15/2012,Capital Goods,2.752406445,1.915446386,0.841221855,54.14702375,-0.068598361,0.009664832,0.233011172,0.035438352,-0.075072253,0.013203617,-0.221713764,1.094373862,8.828588275,1.953338349,0.661400124,8.175913129,1.0,0.172205597,5.498556203,2.953338349,0.009664832,10.20829113,0.172205597,0.006258766,10.81271857
BBB,Flex Ltd.,FLEX,Fitch Ratings,6/15/2012,Technology,1.325858908,0.641111178,0.256038756,33.46647681,0.020788722,0.0220495,0.055262557,0.021464387,0.051251716,0.131629665,0.259824831,2.465361494,13.39518034,4.069583073,0.80274512,0.030643065,1.0,1.102955687,2.24937252,5.069583073,0.0220495,5.417068102,1.102955687,0.029893523,5.331669191
BBB,Flex Ltd.,FLEX,Moody's Investors Service,6/9/2016,Technology,1.293755402,0.587002975,0.241023424,32.62948279,0.022977013,0.025648507,0.05909993,0.025648507,0.051501831,0.136606278,0.254488918,2.241450264,12.49800613,3.941356668,0.797626428,0.104157876,0.562470877,0.770061433,2.807691976,4.941356668,0.025648507,5.897316944,1.369068987,0.030367009,5.393889407
BB,Flex Ltd.,FLEX,Moody's Investors Service,6/3/2015,Technology,1.227727606,0.560518276,0.208148511,37.7180033,0.014002815,0.015338007,0.05516269,0.015338007,0.029247169,0.082679273,0.169017822,2.088663496,11.40783368,4.778946395,0.826958077,0.087051197,0.498838433,0.993972124,2.610541903,5.778946395,0.015338007,6.933243734,1.992573264,0.046592298,5.183421132
BB,Flex Ltd.,FLEX,Standard & Poor's Ratings Services,2/12/2013,Technology,1.357235832,0.656083433,0.241457432,32.31928518,0.016631643,0.019217627,0.051631916,0.016631643,0.044297053,0.119006814,0.213997151,2.663420159,14.100561,3.830956852,0.79300167,0.095821064,0.456411296,0.512500576,2.126940846,4.830956852,0.019217627,5.408658221,1.122891963,0.027367545,6.472835648
BBB,Flex Ltd.,FLEX,Standard & Poor's Ratings Services,12/1/2016,Technology,1.265195775,0.555723231,0.244601317,30.56389778,0.018185965,0.01861981,0.065853171,0.01861981,0.035856414,0.078219942,0.172735554,1.971653005,10.81614461,3.817424205,0.79242019,0.023300159,0.550674252,1.122194786,2.882670124,4.817424205,0.01861981,8.187933151,2.037855925,0.046539594,5.369410577
BB,Flex Ltd.,FLEX,Standard & Poor's Ratings Services,9/27/2013,Technology,1.258978079,0.599256737,0.257110364,32.70664875,0.011754653,0.013950884,0.049481289,0.013950884,0.026157727,0.074413242,0.123311456,2.225308276,10.83859333,3.714150345,0.787872697,0.080023722,0.561610321,0.945031786,2.394251396,4.714150345,0.013950884,5.83138112,1.682717983,0.047325195,5.988020124
BBB,United States Cellular Corporation,USM,Egan-Jones Ratings Company,7/15/2013,Public Utilities,1.392594514,0.854151324,0.339966387,43.52008479,0.035734591,0.065748095,0.745077365,0.03747669,0.021725775,0.047367284,0.041294454,0.607976036,1.371891672,0.900712608,0.473881535,0.439089328,-1.467753191,-5.084853754,4.670457793,1.900712608,0.065748095,4.456003867,3.464379287,0.07423046,2.463120989
BB,United States Cellular Corporation,USM,Fitch Ratings,1/23/2015,Public Utilities,1.492804244,1.075130646,0.246836832,43.69858098,-0.010997889,-0.015080353,0.693617643,-0.036835171,-0.006599388,-0.010426306,-0.012965511,0.600059532,1.426846545,0.964653447,0.49100438,0.200701826,-2.510943357,-5.138648427,5.405638084,1.964653447,-0.015080353,8.345061195,2.046501134,0.044272592,3.88687774
BB,United States Cellular Corporation,USM,Egan-Jones Ratings Company,11/19/2015,Public Utilities,2.235000762,1.963249628,0.956464306,55.54213027,0.060384257,0.100986701,0.736590262,0.0782971,0.034185234,0.063945888,0.067784333,0.566128251,1.508853942,0.982854156,0.495676474,0.38732103,1.0,21.00250451,10.2101771,1.982854156,0.100986701,13.08721335,21.00250451,0.442703047,3.831088728
BBB,United States Cellular Corporation,USM,Moody's Investors Service,6/15/2012,Public Utilities,1.789947112,1.235854516,0.587244559,28.69337027,0.040300957,0.072023274,0.819885406,0.064646013,0.027661451,0.05580431,0.048354388,0.686372072,1.556586348,0.748078501,0.427943311,0.36467384,0.218718809,2.545613064,6.494032541,1.748078501,0.072023274,5.034027432,11.63874784,0.227442621,2.575227386
BB,United States Cellular Corporation,USM,Standard & Poor's Ratings Services,10/6/2016,Public Utilities,2.169916435,1.945682451,0.816155989,60.972328,0.012185834,0.020817466,0.725564864,-0.000761615,0.006751055,0.012828536,0.013208586,0.554008439,1.594736842,0.956521739,0.488888889,0.402439024,1.0,18.74745882,8.694117647,1.956521739,0.020817466,-1619.833333,18.74745882,0.404552932,3.498381877
